name,ticker,sector,pe_ratio,industry,market_cap,ytd_return
NBT Bancorp Inc,NBTB,Financials,12.37,Banking Services,1180.12,-0.35
Mack-Cali Realty Corp,CLI,Real Estate,0.00,Residential & Commercial REIT,1179.94,-0.46
Progress Software,PRGS,Information Technology,34.90,Software & IT Services,1622.64,-0.15
S&T Bancorp Inc,STBA,Financials,19.30,Banking Services,680.23,-0.58
Biospecifics Tech Cp,BSTC,Health Care,21.67,Biotechnology & Medical Research,394.35,-0.06
First Commonwealth Financial Corp,FCF,Financials,8.73,Banking Services,713.16,-0.51
Circor International,CIR,Industrials,0.00,"Machinery, Equipment & Components",526.73,-0.45
Callaway Golf Company,ELY,Consumer Discretionary,0.00,Leisure Products,1783.46,-0.14
Encore Wire Cp,WIRE,Industrials,16.52,"Machinery, Equipment & Components",946.58,-0.21
Azz Inc,AZZ,Industrials,27.06,"Machinery, Equipment & Components",876.75,-0.28
Tellurian Inc,TELL,Energy,0.00,Oil & Gas,241.87,-0.90
Vicor Cp,VICR,Industrials,402.03,"Machinery, Equipment & Components",3343.48,0.61
Pdl Biopharma Inc,PDLI,Health Care,9.22,Biotechnology & Medical Research,351.07,-0.06
U.S. Physical Therapy,USPH,Health Care,35.40,Healthcare Providers & Services,1091.40,-0.28
Bank of Marin Bancrp,BMRC,Financials,11.62,Banking Services,381.02,-0.39
Parke Bancorp Inc,PKBK,Financials,4.99,Banking Services,143.26,-0.48
Cheesecake Fact,CAKE,Consumer Discretionary,10.33,Hotels & Entertainment Services,1290.67,-0.28
Capitol Fed Finl Inc,CFFN,Financials,17.96,Banking Services,1232.89,-0.36
Great Southern Bncp,GSBC,Financials,7.63,Banking Services,492.20,-0.46
Cadiz Inc,CDZI,Utilities,35.53,Water Utilities,321.20,-0.18
Raven Industries Inc,RAVN,Industrials,34.19,Industrial Conglomerates,786.76,-0.38
Radnet Inc,RDNT,Health Care,432.28,Healthcare Providers & Services,745.77,-0.31
Imax Corp,IMAX,Communication Services,0.00,Media & Publishing,773.98,-0.41
Flagstar Bancorp,FBC,Financials,5.79,Banking Services,1632.58,-0.26
Caleres Inc,CAL,Consumer Discretionary,0.00,Specialty Retailers,398.46,-0.58
Eagle Bancorp Inc,EGBN,Financials,6.80,Banking Services,816.35,-0.49
Quotient Ltd Ord,QTNT,Health Care,0.00,Healthcare Equipment & Supplies,522.97,-0.47
Natural Grocers By Vitamin Cottage Inc,NGVC,Consumer Staples,12.55,Specialty Retailers,220.96,-0.04
Universal Elect IN,UEIC,Consumer Discretionary,17.92,"Computers, Phones & Household Electronics",522.02,-0.31
The Chefs Warehouse,CHEF,Consumer Staples,45.92,Food & Drug Retailing,557.89,-0.63
Immunogen Inc,IMGN,Health Care,0.00,Biotechnology & Medical Research,673.73,-0.29
Cambridge Bancorp,CATC,Financials,12.42,Banking Services,339.45,-0.40
Scorpio Tankers Inc,STNG,Energy,0.00,Oil & Gas Related Equipment and Services,624.19,-0.73
Foster L B Company,FSTR,Industrials,5.01,"Machinery, Equipment & Components",140.56,-0.37
Spartannash Company,SPTN,Consumer Staples,12.42,Food & Drug Retailing,608.81,0.16
Core Mark Holding,CORE,Consumer Discretionary,21.67,Food & Drug Retailing,1280.17,0.02
Marcus Corp,MCS,Communication Services,0.00,Hotels & Entertainment Services,279.54,-0.74
Corecivic Inc,CXW,Real Estate,6.74,Residential & Commercial REIT,982.17,-0.54
Park National Corp,PRK,Financials,12.98,Banking Services,1375.78,-0.21
Matthews Intl Corp,MATW,Industrials,18.37,Media & Publishing,695.33,-0.44
Ies Holdings,IESC,Industrials,18.20,Construction & Engineering,654.76,0.17
Biosig Technologies,BSGM,Health Care,0.00,Healthcare Equipment & Supplies,160.10,-0.18
The Joint Corp,JYNT,Health Care,85.10,Healthcare Providers & Services,233.14,0.03
Cohu Inc,COHU,Information Technology,11.86,Semiconductors & Semiconductor Equipment,717.53,-0.27
Waitr Holdings Inc,WTRH,Consumer Discretionary,0.00,Software & IT Services,419.39,9.19
Marinemax Inc,HZO,Consumer Discretionary,10.21,Leisure Products,559.52,0.49
National Healthcare Corp,NHC,Health Care,27.06,Healthcare Providers & Services,933.58,-0.31
Texas Capital Bncsh,TCBI,Financials,15.47,Banking Services,1565.90,-0.47
Cushman & Wakefield Plc,CWK,Real Estate,0.00,Real Estate Operations,2325.32,-0.51
Westamerica Bancorp,WABC,Financials,18.49,Banking Services,1429.06,-0.24
Brookdale Senior Living Inc,BKD,Health Care,6.23,Healthcare Providers & Services,502.08,-0.66
Carter Bank&Tr [Va],CARE,Financials,8.78,Banking Services,176.51,-0.73
Evolution Petroleum Corp,EPM,Energy,13.27,Oil & Gas,77.76,-0.59
American Vanguard Corp,AVD,Materials,36.56,Chemicals,407.12,-0.34
Dicerna Pharmaceutic,DRNA,Health Care,0.00,Biotechnology & Medical Research,1464.61,-0.14
Atrion Corp,ATRI,Health Care,33.61,Healthcare Equipment & Supplies,1164.13,-0.16
Schneider National Inc,SNDR,Industrials,26.70,Freight & Logistics Services,4442.35,0.16
Gaiam Inc,GAIA,Consumer Discretionary,0.00,Media & Publishing,185.31,0.21
Fvcbankcorp Inc,FVCB,Financials,9.97,Banking Services,132.90,-0.45
Ebix Inc,EBIX,Information Technology,6.64,Software & IT Services,604.96,-0.42
Healthcare Svcs Gp,HCSG,Industrials,19.81,Professional & Commercial Services,1590.42,-0.14
Amyris Inc,AMRS,Materials,0.00,Chemicals,566.08,-0.18
Aduro Biotech,ADRO,Health Care,0.00,Biotechnology & Medical Research,204.27,0.97
Albireo Pharma Inc,ALBO,Health Care,0.00,Biotechnology & Medical Research,683.86,0.39
Southern First Bancs,SFST,Financials,8.49,Banking Services,186.17,-0.45
Timberland Bancorp,TSBK,Financials,5.88,Banking Services,140.20,-0.44
Range Resources Corp,RRC,Energy,0.00,Oil & Gas,1729.70,0.54
Hingham Inst For Svg,HIFS,Financials,10.53,Banking Services,401.65,-0.13
Minerva Neuroscie,NERV,Health Care,0.00,Biotechnology & Medical Research,137.62,-0.55
Aegion Corp,AEGN,Industrials,478.23,Construction & Engineering,434.80,-0.39
Civista Bncshrs,CIVB,Financials,6.48,Banking Services,187.82,-0.53
Netscout Systems,NTCT,Information Technology,177.54,Software & IT Services,1542.57,-0.14
Brainstorm Cell,BCLI,Health Care,0.00,Biotechnology & Medical Research,459.99,2.29
Enterprises Finl Svc,EFSC,Financials,8.10,Banking Services,682.67,-0.47
Tompkinstrustco,TMP,Financials,12.07,Banking Services,847.76,-0.39
Assembly Biosciences,ASMB,Health Care,0.00,Pharmaceuticals,558.53,-0.21
Pico Holdings Inc,PICO,Industrials,29.87,Homebuilding & Construction Supplies,172.11,-0.22
Flushing Finl Corp,FFIC,Financials,7.59,Banking Services,300.65,-0.52
Epizyme Inc,EPZM,Health Care,0.00,Biotechnology & Medical Research,1284.71,-0.51
Pro-Assurance Corp,PRA,Financials,14.39,Banking Services,783.01,-0.61
Sinclair Brdcst A,SBGI,Communication Services,4.69,Media & Publishing,1494.81,-0.42
Encore Capital Group,ECPG,Financials,6.34,Banking Services,1270.47,0.11
Ardelyx Inc,ARDX,Health Care,0.00,Biotechnology & Medical Research,505.43,-0.26
Innospec Inc,IOSP,Materials,30.05,Chemicals,1602.81,-0.38
Addus Homecare Corp,ADUS,Health Care,47.72,Healthcare Providers & Services,1485.07,-0.06
Stock Yards Bancorp,SYBT,Financials,13.41,Banking Services,807.93,-0.17
Quad Graphics Inc,QUAD,Industrials,0.00,Professional & Commercial Services,166.45,-0.34
W&T Offshore,WTI,Energy,1.78,Oil & Gas,260.59,-0.69
Safehold Inc,SAFE,Real Estate,53.29,Residential & Commercial REIT,2748.18,0.32
Global Water Reso,GWRS,Utilities,231.35,Water Utilities,247.32,-0.20
RCI Hospitality Hold,RICK,Consumer Discretionary,19.45,Hotels & Entertainment Services,181.05,-0.12
Digi Intl Inc,DGII,Information Technology,70.00,Communications & Networking,436.41,-0.17
Waterstone Financial,WSBF,Financials,7.99,Banking Services,361.59,-0.23
Qcr Holdings Inc,QCRH,Financials,7.53,Banking Services,415.95,-0.42
Mednax Inc,MD,Health Care,0.00,Healthcare Providers & Services,1405.13,-0.45
Haverty Furniture Companies,HVT,Consumer Discretionary,14.43,Specialty Retailers,388.07,-0.01
C&F Financial Corp,CFFI,Financials,6.42,Banking Services,109.49,-0.48
Ironwood Pharmaceuti,IRWD,Health Care,15.72,Biotechnology & Medical Research,1548.59,-0.29
Landec Cp,LNDC,Consumer Staples,149.21,Food & Tobacco,282.77,-0.17
Midland Sts BNC,MSBI,Financials,8.07,Banking Services,295.78,-0.56
C S G Sys Intl,CSGS,Information Technology,17.27,Software & IT Services,1293.61,-0.23
Chesapeake Utilities Corp,CPK,Utilities,20.10,Natural Gas Utilities,1269.84,-0.22
Heritage Financial,HFWA,Financials,16.21,Banking Services,645.27,-0.39
Hilltop Holdings Inc,HTH,Financials,6.05,Banking Services,1641.17,-0.18
Financial Institut,FISI,Financials,6.52,Banking Services,237.05,-0.54
Digimarc Corp,DMRC,Information Technology,0.00,Software & IT Services,214.36,-0.50
New York Mtge Trust,NYMT,Real Estate,3.20,Residential & Commercial REIT,1008.58,-0.61
Futurefuel Corp,FF,Materials,4.91,Renewable Energy,555.98,-0.07
Model N Inc,MODN,Information Technology,0.00,Software & IT Services,1275.11,-0.01
Mueller Industries,MLI,Industrials,12.97,"Machinery, Equipment & Components",1536.79,-0.17
Impinj Inc,PI,Information Technology,0.00,Semiconductors & Semiconductor Equipment,603.38,-0.02
Brightcove Inc,BCOV,Information Technology,0.00,Software & IT Services,408.73,0.15
Dineequity Inc,DIN,Consumer Discretionary,0.00,Hotels & Entertainment Services,923.74,-0.37
Catalyst Pharm Inc,CPRX,Health Care,8.36,Biotechnology & Medical Research,338.33,-0.17
Everi Holdings Inc,EVRI,Information Technology,0.00,Hotels & Entertainment Services,712.66,-0.40
Great Western Bancorp Inc,GWB,Financials,0.00,Banking Services,682.17,-0.66
Apollo Medical Holdings Inc,AMEH,Health Care,28.68,Healthcare Providers & Services,612.54,-0.11
MGP Ingredients Inc,MGPI,Consumer Staples,16.50,Beverages,660.97,-0.21
Miller Industries,MLR,Industrials,11.44,Automobiles & Auto Parts,354.94,-0.16
United Nat Foods,UNFI,Consumer Staples,0.00,Food & Drug Retailing,942.26,0.98
Comscore Inc,SCOR,Communication Services,0.00,Media & Publishing,148.14,-0.60
Orbcomm Inc,ORBC,Communication Services,0.00,Telecommunications Services,278.29,-0.18
Adma Biologics,ADMA,Health Care,0.00,Biotechnology & Medical Research,192.56,-0.47
Cars.com Inc,CARS,Communication Services,0.00,Software & IT Services,563.81,-0.33
Forrester Resrch,FORR,Industrials,44.54,Media & Publishing,604.39,-0.25
Providence Svc Cp,PRSC,Health Care,381.91,Healthcare Providers & Services,1211.70,0.44
Atn International,ATNI,Communication Services,58.67,Telecommunications Services,789.63,-0.13
Gulfport Energy Corp,GPOR,Energy,0.39,Oil & Gas,96.07,-0.81
Dxp Enterprise,DXPE,Industrials,12.90,"Machinery, Equipment & Components",286.06,-0.61
Wesbanco Inc,WSBC,Financials,11.98,Banking Services,1363.72,-0.48
Open Bank,OPBK,Financials,6.76,Banking Services,89.28,-0.44
Sterling Constructio,STRL,Industrials,7.21,Construction & Engineering,373.31,-0.05
Carriage Services,CSV,Consumer Discretionary,69.14,Personal & Household Products & Services,365.49,-0.19
Weis Markets,WMK,Consumer Staples,12.60,Food & Drug Retailing,1276.87,0.17
Matador Resources Company,MTDR,Energy,0.00,Oil & Gas,1030.53,-0.55
Sm Energy Company,SM,Energy,0.00,Oil & Gas,231.21,-0.83
Tennant Company,TNC,Industrials,24.88,"Machinery, Equipment & Components",1115.87,-0.23
Cato Corp,CATO,Consumer Discretionary,0.00,Specialty Retailers,182.87,-0.55
Meridian Bioscience,VIVO,Health Care,16.93,Healthcare Equipment & Supplies,736.59,0.71
WSFS Financial Corp,WSFS,Financials,13.25,Banking Services,1294.87,-0.44
Asure Software,ASUR,Information Technology,19.50,Software & IT Services,112.86,-0.16
Walker & Dunlop,WD,Financials,7.97,Banking Services,1530.63,-0.27
Cytosorbents Cor,CTSO,Health Care,0.00,Healthcare Equipment & Supplies,353.46,1.04
Ocular Therapeut,OCUL,Health Care,0.00,Healthcare Equipment & Supplies,547.11,1.08
Systemax Inc,SYX,Industrials,16.89,Diversified Industrial Goods Wholesale,815.30,-0.14
Lions Gate Entmnt Corp [Lgf.A],LGF.A,Communication Services,0.00,Media & Publishing,2053.42,-0.13
Winnebago Industries,WGO,Consumer Discretionary,32.54,Leisure Products,1735.50,-0.06
H&E Equip Services,HEES,Industrials,30.49,Professional & Commercial Services,664.54,-0.45
Usana Health Sciences Inc,USNA,Consumer Staples,15.08,Personal & Household Products & Services,1604.25,-0.05
Argan Inc,AGX,Industrials,0.00,Construction & Engineering,672.24,0.06
Cavco Inds Inc,CVCO,Consumer Discretionary,22.70,Homebuilding & Construction Supplies,1582.21,-0.10
Weyco Gp Inc,WEYS,Consumer Discretionary,20.27,Textiles & Apparel,151.63,-0.42
Montage Resources Corp,MR,Energy,0.00,Oil & Gas,169.30,-0.41
Insteel Industries,IIIN,Industrials,34.59,Construction Materials,337.45,-0.19
U S Concrete Inc,USCR,Materials,21.40,Construction Materials,435.30,-0.38
Acacia Res-Acacia,ACTG,Industrials,0.00,Professional & Commercial Services,173.46,0.30
Biodelivery Sci Intl,BDSI,Health Care,69.17,Pharmaceuticals,392.63,-0.40
Preformed Line Prd,PLPC,Industrials,9.11,"Machinery, Equipment & Components",246.02,-0.18
Washington TR Bncorp,WASH,Financials,8.08,Banking Services,538.69,-0.43
Fidelity D & D Bancorp Inc,FDBC,Financials,22.10,Banking Services,248.64,-0.21
Utah Medical Prod,UTMD,Health Care,23.88,Healthcare Equipment & Supplies,285.99,-0.27
Cai International,CAI,Industrials,16.40,Freight & Logistics Services,461.56,-0.11
Community Health Systems,CYH,Health Care,0.00,Healthcare Providers & Services,463.45,0.30
Super Micro Computer,SMCI,Information Technology,16.27,"Computers, Phones & Household Electronics",1365.46,0.05
C E C O Envir,CECE,Industrials,15.40,Professional & Commercial Services,261.28,-0.08
Peapack Gladstone FI,PGC,Financials,8.62,Banking Services,274.36,-0.53
Century Aluminum C,CENX,Materials,26.69,Metals & Mining,712.30,0.00
Invacare Corp,IVC,Health Care,0.00,Healthcare Equipment & Supplies,250.18,-0.21
Savara Inc,SVRA,Health Care,0.00,Biotechnology & Medical Research,64.41,-0.73
Unisys Corp,UIS,Information Technology,0.00,Software & IT Services,688.78,-0.12
Spok Holdings Inc,SPOK,Communication Services,121.80,Telecommunications Services,182.88,-0.23
Value Line Inc,VALU,Financials,14.19,Professional & Commercial Services,241.78,-0.15
Universal Corp,UVV,Consumer Staples,13.62,Food & Tobacco,1024.37,-0.29
Collegium Pharma,COLL,Health Care,0.00,Pharmaceuticals,624.57,-0.13
United Fire Group,UFCS,Financials,50.61,Insurance,511.39,-0.55
Sangamo Therapeutics,SGMO,Health Care,0.00,Biotechnology & Medical Research,1481.78,0.18
Knoll Inc,KNL,Industrials,22.45,Professional & Commercial Services,645.84,-0.53
Cellular Biomedicine,CBMG,Health Care,0.00,Biotechnology & Medical Research,361.45,0.13
Ligand Pharm,LGND,Health Care,3.46,Biotechnology & Medical Research,1439.96,-0.11
IDT Corp,IDT,Communication Services,0.00,Telecommunications Services,173.90,-0.16
Nexpoint Residential Trust Inc,NXRT,Real Estate,8.35,Residential & Commercial REIT,1015.68,-0.08
Limelight Networks,LLNW,Information Technology,49.08,Software & IT Services,775.16,0.44
Msg Networks Inc,MSGN,Communication Services,3.27,Media & Publishing,551.23,-0.46
Celsius Holdings Inc,CELH,Consumer Staples,549.95,Beverages,1497.77,3.09
Chimera Investment Corp,CIM,Real Estate,0.00,Residential & Commercial REIT,2016.26,-0.59
Ellington Financial Llc,EFC,Financials,0.00,Residential & Commercial REIT,550.29,-0.33
Kaiser Aluminum,KALU,Materials,23.23,Metals & Mining,843.12,-0.53
Perficient Inc,PRFT,Information Technology,37.16,Software & IT Services,1415.07,-0.10
Secureworks Corp CS,SCWX,Information Technology,144.63,Software & IT Services,986.27,-0.31
Healthstream Inc,HSTM,Health Care,36.81,Software & IT Services,639.31,-0.28
Tejon Ranch Company,TRC,Real Estate,40.93,Real Estate Operations,360.13,-0.15
R1 Rcm Inc,RCM,Health Care,151.00,Healthcare Providers & Services,1781.07,0.16
Biolife Solutions,BLFS,Health Care,203.21,Healthcare Equipment & Supplies,863.40,0.68
Huron Consulting,HURN,Industrials,30.09,Professional & Commercial Services,838.75,-0.44
Harmonic Inc,HLIT,Information Technology,0.00,Communications & Networking,583.60,-0.30
Alerus Financial Corp,ALRS,Financials,10.79,Banking Services,328.23,-0.21
Calix Inc,CALX,Information Technology,0.00,Communications & Networking,1163.33,1.22
Live Oak Bancsh,LOB,Financials,148.62,Banking Services,978.88,0.25
Standex International Corp,SXI,Industrials,16.69,"Machinery, Equipment & Components",718.96,-0.27
Cit Group Inc,CIT,Financials,0.00,Banking Services,1644.07,-0.64
1st Source Corp,SRCE,Financials,9.32,Banking Services,754.50,-0.44
Telenav Inc,TNAV,Information Technology,65.65,Software & IT Services,177.49,-0.25
Office Properties Income Trust,OPI,Real Estate,13.98,Residential & Commercial REIT,1026.29,-0.36
Synchronoss Technolo,SNCR,Information Technology,0.00,Software & IT Services,147.52,-0.31
Carrols Rstrnt Group,TAST,Consumer Discretionary,54.15,Hotels & Entertainment Services,343.76,-0.10
Atlas Air Ww,AAWW,Industrials,2.82,Freight & Logistics Services,1578.09,1.20
Southwestern Energy Company,SWN,Energy,0.00,Oil & Gas,1517.92,0.05
Amag Pharmaceuticals,AMAG,Health Care,0.00,Pharmaceuticals,322.38,-0.27
Owens & Minor,OMI,Health Care,0.00,Healthcare Equipment & Supplies,912.07,1.67
Dice Holdings,DHX,Communication Services,43.21,Professional & Commercial Services,118.51,-0.26
Athersys Inc,ATHX,Health Care,0.00,Biotechnology & Medical Research,388.89,0.56
Kosmos Energy Ltd,KOS,Energy,0.00,Oil & Gas,478.38,-0.82
Tupperware Corp,TUP,Consumer Discretionary,0.00,Household Goods,1313.90,1.88
Pae Inc Cl A,PAE,Financials,127.89,Professional & Commercial Services,547.50,-0.20
Nicolet Bnkshr,NCBS,Financials,11.36,Banking Services,570.45,-0.28
Immunovant Inc.,IMVT,Financials,0.00,Biotechnology & Medical Research,55.18,1.15
First Business Finan,FBIZ,Financials,6.89,Banking Services,118.64,-0.47
Equity Bncsrs Cm A,EQBK,Financials,9.63,Banking Services,218.69,-0.54
Cinemark Holdings Inc,CNK,Communication Services,0.00,Hotels & Entertainment Services,1303.42,-0.69
Retrophin Inc,RTRX,Health Care,0.00,Biotechnology & Medical Research,952.96,0.24
Apyx Medical Corp,APYX,Health Care,0.00,Healthcare Equipment & Supplies,152.60,-0.48
Triumph Bancorp,TBK,Financials,17.28,Banking Services,681.85,-0.26
Green Brick Partners,GRBK,Consumer Discretionary,10.59,Homebuilding & Construction Supplies,859.23,0.39
Amer Woodmark Cp,AMWD,Industrials,20.31,Homebuilding & Construction Supplies,1310.69,-0.28
Antero Midstream Corp,AM,Energy,0.00,Oil & Gas Related Equipment and Services,2511.67,-0.31
Maxar Technologies Ltd,MAXR,Industrials,0.00,Communications & Networking,1683.75,0.59
Glu Mobile Inc,GLUU,Communication Services,219.15,Software & IT Services,1279.69,0.22
Great Lakes Drg Dock,GLDD,Industrials,8.89,Construction & Engineering,587.12,-0.22
Atkore International Group,ATKR,Industrials,7.92,"Machinery, Equipment & Components",1096.43,-0.44
Channeladvisor Corp,ECOM,Information Technology,27.22,Software & IT Services,417.65,0.55
Columbia Property Trust Inc,CXP,Real Estate,0.00,Residential & Commercial REIT,1254.53,-0.49
Franklin Finl Svcs Corp,FRAF,Financials,6.85,Banking Services,93.59,-0.46
Mainstreet Bank,MNSB,Financials,10.08,Banking Services,100.02,-0.47
Dillard's,DDS,Consumer Discretionary,0.00,Diversified Retail,705.55,-0.59
K12 Inc,LRN,Consumer Discretionary,45.05,Personal & Household Products & Services,1081.97,0.33
Chimerix Inc,CMRX,Health Care,0.00,Biotechnology & Medical Research,177.27,0.49
Cel-Sci Corp,CVM,Health Care,0.00,Biotechnology & Medical Research,518.34,0.41
Shore Bancshares Inc,SHBI,Financials,7.54,Banking Services,125.02,-0.44
Karyopharm Therapeut,KPTI,Health Care,0.00,Biotechnology & Medical Research,1194.02,-0.22
Infinera Corp,INFN,Information Technology,0.00,Communications & Networking,1159.92,-0.26
Syndax Pharma,SNDX,Health Care,0.00,Biotechnology & Medical Research,563.97,0.56
Essa Bancorp Inc,ESSA,Financials,8.71,Banking Services,120.69,-0.34
Titan Machinery Inc,TITN,Industrials,16.59,"Machinery, Equipment & Components",288.24,-0.15
Pzena Investment Management Inc,PZN,Financials,39.45,Investment Banking & Investment Services,87.83,-0.44
Viking Thera,VKTX,Health Care,0.00,Biotechnology & Medical Research,485.30,-0.25
Safeguard Scientifics,SFE,Financials,0.00,Investment Banking & Investment Services,111.60,-0.52
Investors Real Estate Trust,IRET,Real Estate,12.16,Residential & Commercial REIT,825.91,-0.14
Codexis Inc,CDXS,Health Care,0.00,Biotechnology & Medical Research,707.75,-0.26
Hon Industries Inc,HNI,Industrials,17.09,Professional & Commercial Services,1387.38,-0.17
Boise Cascade L.L.C.,BCC,Materials,17.79,Paper & Forest Products,1552.19,0.04
Albany International Corp,AIN,Industrials,14.78,"Machinery, Equipment & Components",1633.97,-0.34
American Public Eduducation,APEI,Consumer Discretionary,31.58,Personal & Household Products & Services,409.73,0.02
Meridian Bncp,EBSB,Financials,7.70,Banking Services,507.12,-0.51
Citizens Nrthn Cp,CZNC,Financials,10.42,Banking Services,245.05,-0.46
Vbi Vaccines Inc CS,VBIV,Health Care,0.00,Biotechnology & Medical Research,758.33,1.18
Edgewell Personal Care,EPC,Consumer Staples,15.33,Personal & Household Products & Services,1494.22,-0.14
Steelcase Inc,SCS,Industrials,9.59,Professional & Commercial Services,1302.68,-0.52
Northfield Bncrp Del,NFBK,Financials,10.91,Banking Services,476.27,-0.48
Verastem Inc,VSTM,Health Care,0.00,Biotechnology & Medical Research,220.39,-0.07
Univest Corp of Penn,UVSP,Financials,11.68,Banking Services,419.55,-0.48
Orrstown Finl Svcs,ORRF,Financials,6.25,Banking Services,142.80,-0.45
Amc Entertainment Holdings Inc,AMC,Communication Services,0.00,Hotels & Entertainment Services,569.55,-0.34
Geron Corp,GERN,Health Care,0.00,Biotechnology & Medical Research,558.84,0.24
Antero Resources Corp,AR,Energy,0.00,Oil & Gas,811.02,0.04
Quanex Building Products Corp,NX,Industrials,0.00,Homebuilding & Construction Supplies,578.24,0.03
Powell Inds Inc,POWL,Industrials,14.34,"Machinery, Equipment & Components",287.46,-0.52
Turning Point Brands,TPB,Consumer Staples,92.09,Food & Tobacco,551.48,-0.03
Tpi Composites Inc,TPIC,Industrials,189.29,Renewable Energy,916.54,0.33
Interface Inc,TILE,Industrials,5.88,Household Goods,364.17,-0.64
Evi Industries Inc.,EVI,Industrials,403.52,"Machinery, Equipment & Components",284.52,-0.13
Pgt Inc,PGTI,Industrials,28.05,Homebuilding & Construction Supplies,1013.57,0.11
Agilysys Inc,AGYS,Information Technology,0.00,Software & IT Services,578.32,-0.06
First Gurty Banc,FGBI,Financials,6.76,Banking Services,114.46,-0.46
Bed Bath & Beyond,BBBY,Consumer Discretionary,8.41,Specialty Retailers,1725.66,-0.23
Kimball Electrnc,KE,Information Technology,16.90,Semiconductors & Semiconductor Equipment,298.10,-0.35
Sientra Inc,SIEN,Health Care,0.00,Healthcare Equipment & Supplies,180.12,-0.63
Tactile Systems Technology Inc,TCMD,Health Care,104.17,Healthcare Equipment & Supplies,634.22,-0.54
Puma Biotechnology,PBYI,Health Care,0.00,Biotechnology & Medical Research,403.91,0.11
Rambus Inc,RMBS,Information Technology,0.00,Semiconductors & Semiconductor Equipment,1519.62,-0.05
Jeld-Wen Holding Inc,JELD,Industrials,44.27,Homebuilding & Construction Supplies,2103.89,-0.08
Pdc Energy Inc,PDCE,Energy,8.61,Oil & Gas,1164.32,-0.58
National Bank Holdings Corp,NBHC,Financials,10.49,Banking Services,763.31,-0.31
Penns Woods Bancorp,PWOD,Financials,10.41,Banking Services,147.63,-0.42
Nacco Industries,NC,Energy,4.50,Coal,130.10,-0.60
Griffon Corp,GFF,Industrials,17.24,Homebuilding & Construction Supplies,1093.41,-0.07
Lumber Liquidators Holdings Inc,LL,Consumer Discretionary,18.54,Specialty Retailers,596.39,1.13
Midwestone Fnl Gp,MOFG,Financials,7.92,Banking Services,279.00,-0.54
Qad Inc,QADA,Information Technology,3937.21,Software & IT Services,835.12,-0.18
Noodles & CO,NDLS,Consumer Discretionary,154.19,Hotels & Entertainment Services,332.66,0.34
Patrick Inds Inc,PATK,Industrials,19.63,Homebuilding & Construction Supplies,1250.29,0.01
Cara Therapeutics,CARA,Health Care,0.00,Biotechnology & Medical Research,663.92,-0.15
Cytomx Thera,CTMX,Health Care,0.00,Biotechnology & Medical Research,310.41,-0.20
Oxford Industries,OXM,Consumer Discretionary,0.00,Textiles & Apparel,685.83,-0.46
Coty Inc,COTY,Consumer Staples,0.00,Personal & Household Products & Services,2364.10,-0.74
Exp Realty International,EXPI,Real Estate,405.35,Real Estate Operations,2763.23,2.30
Ziopharm Oncology IN,ZIOP,Health Care,4.66,Biotechnology & Medical Research,561.78,-0.48
Glycomimetics Inc,GLYC,Health Care,0.00,Biotechnology & Medical Research,162.74,-0.37
Verra Mobility Corp,VRRM,Information Technology,87.75,Communications & Networking,1559.14,-0.32
Intercept Pharmaceuticals,ICPT,Health Care,0.00,Biotechnology & Medical Research,1307.69,-0.68
Pfenex Inc,PFNX,Health Care,0.00,Biotechnology & Medical Research,441.05,0.16
Fortress Biotech Inc,FBIO,Health Care,0.00,Pharmaceuticals,384.59,0.54
Pitney Bowes Inc,PBI,Industrials,0.00,Office Equipment,919.07,0.25
Aerie Pharmaceuticals,AERI,Health Care,0.00,Biotechnology & Medical Research,563.29,-0.52
Intersect Ent Inc,XENT,Health Care,0.00,Healthcare Equipment & Supplies,552.01,-0.35
Macrogenics,MGNX,Health Care,0.00,Biotechnology & Medical Research,1395.68,1.27
X4 Pharmaceuticals Inc,XFOR,Health Care,0.00,Biotechnology & Medical Research,112.91,-0.38
Abeona Therapeutics,ABEO,Health Care,0.00,Biotechnology & Medical Research,162.77,-0.44
Clovis Oncology Inc,CLVS,Health Care,0.00,Biotechnology & Medical Research,613.89,-0.43
Amc Networks Cl A,AMCX,Communication Services,7.17,Media & Publishing,1274.50,-0.40
Coherus Bio,CHRS,Health Care,8.28,Biotechnology & Medical Research,1345.07,0.01
Craft Brew Alliance,BREW,Consumer Staples,71.73,Beverages,322.30,0.00
Otter Tail Corp,OTTR,Utilities,17.12,Electrical Utilities & IPPs,1502.46,-0.30
Customers Bancorp,CUBI,Financials,5.22,Banking Services,341.93,-0.56
Yext Inc,YEXT,Information Technology,0.00,Software & IT Services,1877.90,0.02
Quotient Technology Inc,QUOT,Consumer Discretionary,0.00,Media & Publishing,667.52,-0.28
Concert Pharmaceutic,CNCE,Health Care,3.38,Biotechnology & Medical Research,295.89,0.06
Lexicon Pharmaceutcl,LXRX,Health Care,8.24,Biotechnology & Medical Research,164.94,-0.64
Regional Managment Corp,RM,Financials,6.49,Banking Services,188.31,-0.46
Ooma Inc,OOMA,Communication Services,0.00,Telecommunications Services,297.25,-0.04
Fitbit Inc,FIT,Information Technology,0.00,"Computers, Phones & Household Electronics",1731.65,-0.02
First Foundation,FFWM,Financials,9.05,Banking Services,572.56,-0.29
U.S. Silica Holdings Inc,SLCA,Energy,0.00,Metals & Mining,248.27,-0.49
