name,ticker,sector,pe_ratio,industry,market_cap,ytd_return
Enova International Inc,ENVA,Financials,4.31,Banking Services,487.17,-0.33
Alector Inc,ALEC,Health Care,0.00,Biotechnology & Medical Research,985.23,-0.35
Mistras Group Inc,MG,Industrials,0.00,Oil & Gas,111.78,-0.74
Luminex Corp,LMNX,Health Care,272.78,Healthcare Equipment & Supplies,1143.78,0.08
Eiger Biopharma,EIGR,Health Care,0.00,Biotechnology & Medical Research,282.19,-0.37
Anaptysbio Inc,ANAB,Health Care,0.00,Biotechnology & Medical Research,430.30,-0.09
Ethan Allen Interiors Inc,ETH,Consumer Discretionary,47.38,Household Goods,362.77,-0.27
Gossamer Bio Inc,GOSS,Health Care,0.00,Biotechnology & Medical Research,896.98,-0.28
Hemisphere Media A,HMTV,Communication Services,257.95,Media & Publishing,336.88,-0.41
Rigel Pharmaceuticals,RIGL,Health Care,0.00,Biotechnology & Medical Research,383.47,0.06
Cutera Inc,CUTR,Health Care,8.76,Healthcare Equipment & Supplies,340.44,-0.49
Global Medical REIT Inc,GMRE,Real Estate,152.91,Residential & Commercial REIT,621.16,-0.05
Myers Industries,MYE,Materials,13.41,Containers & Packaging,483.59,-0.23
Boston Pvt Finl Hld,BPFH,Financials,11.16,Banking Services,431.94,-0.57
Protagonist Therapeutics Inc,PTGX,Health Care,0.00,Biotechnology & Medical Research,779.58,1.90
Vapotherm Inc,VAPO,Health Care,0.00,Healthcare Equipment & Supplies,679.91,1.13
Duluth Hld Cl B,DLTH,Consumer Discretionary,27.02,Textiles & Apparel,413.82,0.18
Chuy's Holdings Inc,CHUY,Consumer Discretionary,44.41,Hotels & Entertainment Services,394.39,-0.26
Tyme Technologies,TYME,Health Care,0.00,Biotechnology & Medical Research,122.12,-0.33
American Renal Associates,ARA,Health Care,0.00,Healthcare Providers & Services,215.95,-0.40
American Axle & Manufacturing,AXL,Consumer Discretionary,0.00,Automobiles & Auto Parts,612.81,-0.53
Middlesex Water Company,MSEX,Utilities,29.03,Water Utilities,1075.31,-0.06
Willis Lease Fin C,WLFC,Industrials,3.28,Professional & Commercial Services,113.53,-0.68
The Container Store Group Inc,TCS,Consumer Discretionary,178.01,Specialty Retailers,357.07,0.46
Trinseo S.A.,TSE,Materials,0.00,Chemicals,1011.06,-0.31
Par Petroleum Corp,PARR,Energy,0.00,Oil & Gas,413.91,-0.69
Seaworld Entertainment Inc Company,SEAS,Consumer Discretionary,0.00,Hotels & Entertainment Services,1544.24,-0.40
St. Joe Company,JOE,Real Estate,36.19,Real Estate Operations,1190.02,0.00
Skyline Corp,SKY,Consumer Discretionary,28.09,Homebuilding & Construction Supplies,1475.02,-0.16
Green Plains Inc,GPRE,Energy,56.95,Renewable Energy,530.17,-0.10
International Seaways Inc,INSW,Energy,4.16,Oil & Gas Related Equipment and Services,412.76,-0.52
Jounce Therapeutics Inc,JNCE,Health Care,14.17,Biotechnology & Medical Research,298.69,-0.09
Modine Manufacturing Company,MOD,Consumer Discretionary,0.00,Automobiles & Auto Parts,307.40,-0.25
Orchid Island Capital Inc,ORC,Real Estate,0.00,Residential & Commercial REIT,348.67,-0.16
M/I Homes,MHO,Consumer Discretionary,7.89,Homebuilding & Construction Supplies,1292.46,0.08
Mesa Labs Inc,MLAB,Information Technology,633.93,"Machinery, Equipment & Components",1200.59,-0.06
Syros Pharmaceuticals,SYRS,Health Care,0.00,Pharmaceuticals,453.27,0.29
Cherry Hill Mortgage Investmen,CHMI,Real Estate,0.00,Residential & Commercial REIT,165.13,-0.37
Silvercrest Ast Cm A,SAMG,Financials,7.95,Investment Banking & Investment Services,103.58,-0.16
Lindblad Expd Hld,LIND,Consumer Discretionary,23.06,Hotels & Entertainment Services,470.14,-0.47
Mitek Systems Inc,MITK,Information Technology,84.50,Software & IT Services,517.34,0.67
Mercantile Bank Corp,MBWM,Financials,6.48,Banking Services,291.51,-0.53
Benefitfocus,BNFT,Information Technology,0.00,Software & IT Services,361.64,-0.50
Timken Steel Corp,TMST,Materials,0.00,Metals & Mining,167.08,-0.54
Santander Consumer USA Holdings,SC,Financials,21.78,Banking Services,5410.72,-0.29
Mcgrath Rentcorp,MGRC,Industrials,14.18,Professional & Commercial Services,1407.42,-0.24
G1 Therapeutics Inc,GTHX,Health Care,0.00,Biotechnology & Medical Research,516.24,-0.52
Houghton Mifflin Har,HMHC,Consumer Discretionary,0.00,Professional & Commercial Services,212.65,-0.74
Smartfinancial Inc,SMBK,Financials,8.64,Banking Services,197.21,-0.45
Pieris Pharma,PIRS,Health Care,0.00,Biotechnology & Medical Research,117.37,-0.42
Fiesta Restaurant Gp,FRGI,Consumer Discretionary,147.42,Hotels & Entertainment Services,255.15,0.03
Rlj Lodging Trust,RLJ,Real Estate,0.00,Residential & Commercial REIT,1373.95,-0.54
Thermon Group Holdings Inc,THR,Industrials,87.54,"Machinery, Equipment & Components",375.47,-0.59
Allegiance Banc CS,ABTX,Financials,11.74,Banking Services,452.97,-0.42
Endurance Int Group,EIGI,Information Technology,38.10,Software & IT Services,727.61,0.09
Bg Staffing,BGSF,Industrials,23.86,Professional & Commercial Services,85.84,-0.63
Cymabay Therapeutics,CBAY,Health Care,0.00,Biotechnology & Medical Research,450.52,2.20
Hooker Furniture,HOFT,Consumer Discretionary,17.79,Household Goods,311.97,0.00
Pacific Premier Bncp,PPBI,Financials,56.46,Banking Services,1823.82,-0.43
Atara Biotherap,ATRA,Health Care,0.00,Biotechnology & Medical Research,1049.23,-0.19
Akoustis Technologies Inc,AKTS,Information Technology,0.00,Semiconductors & Semiconductor Equipment,320.22,0.00
Viewray Inc,VRAY,Health Care,0.00,Healthcare Equipment & Supplies,461.59,-0.25
MBIA Inc,MBI,Financials,0.00,Chemicals,349.40,-0.33
Voyager Therapeut,VYGR,Health Care,0.00,Biotechnology & Medical Research,451.42,-0.17
Aeglea Biothera,AGLE,Health Care,0.00,Biotechnology & Medical Research,315.77,-0.09
Virtu Financial Cm A,VIRT,Financials,8.31,Investment Banking & Investment Services,3220.92,0.40
Clearwater Paper Corp,CLW,Materials,24.33,Paper & Forest Products,581.17,0.63
Rayonier Advanced Materials Inc,RYAM,Materials,0.00,Chemicals,255.31,-0.08
Heritage Insurance Holdings,HRTG,Financials,9.40,Insurance,296.69,-0.24
Adverum Biotechnlgs,ADVM,Health Care,0.00,Biotechnology & Medical Research,1155.12,-0.01
Spark Energy,SPKE,Utilities,5.41,Electrical Utilities & IPPs,123.54,-0.14
Orion Engineered Carbons S.A R,OEC,Materials,18.16,Chemicals,771.82,-0.34
American Assets Trust,AAT,Real Estate,31.23,Residential & Commercial REIT,1429.76,-0.50
Coca Cola Bot Cons,COKE,Consumer Staples,39.58,Beverages,2243.22,-0.19
Inter Parfums Inc,IPAR,Consumer Staples,33.43,Personal & Household Products & Services,1196.03,-0.49
Overseas Shipholding Group Inc,OSG,Energy,4.99,Oil & Gas Related Equipment and Services,183.90,-0.09
La-Z-Boy Inc,LZB,Consumer Discretionary,22.84,Household Goods,1444.26,-0.03
Alexander and Baldwin Inc,ALEX,Real Estate,0.00,Residential & Commercial REIT,760.38,-0.51
Boot Barn Holdings Inc,BOOT,Consumer Discretionary,21.91,Specialty Retailers,813.45,-0.39
Park Electrochemical Corp,PKE,Information Technology,24.30,Semiconductors & Semiconductor Equipment,227.86,-0.33
General Finance Corp,GFN,Industrials,52.76,Professional & Commercial Services,185.22,-0.43
Veritone Inc,VERI,Information Technology,0.00,Media & Publishing,247.04,2.43
Csw Industrials Inc,CSWI,Industrials,27.19,Chemicals,1098.86,-0.04
Pjt Partners Inc Cl A,PJT,Financials,22.46,Investment Banking & Investment Services,1379.97,0.27
Archrock Inc,AROC,Energy,0.00,Oil & Gas Related Equipment and Services,854.99,-0.48
Exterran Corp,EXTN,Energy,0.00,Oil & Gas Related Equipment and Services,174.01,-0.41
Great Ajax Corp,AJX,Real Estate,12.56,Residential & Commercial REIT,217.56,-0.37
Intellia Thera CS,NTLA,Health Care,0.00,Biotechnology & Medical Research,1326.36,0.44
Echostar Corp,SATS,Information Technology,53.14,Communications & Networking,2643.87,-0.41
Axogen Inc,AXGN,Health Care,0.00,Healthcare Equipment & Supplies,503.86,-0.32
Regenxbio Inc,RGNX,Health Care,17.28,Biotechnology & Medical Research,1078.95,-0.30
First Nw Banc,FNWB,Financials,12.95,Banking Services,96.69,-0.46
Gcp Applied Technologies Inc C,GCP,Materials,64.82,Construction Materials,1493.79,-0.12
Forterra Inc,FRTA,Materials,26.63,Construction Materials,719.25,-0.09
First Community Bksh,FCBC,Financials,8.59,Banking Services,318.96,-0.44
Kura Oncology,KURA,Health Care,0.00,Biotechnology & Medical Research,1641.21,1.06
Lydall Inc,LDL,Industrials,0.00,"Machinery, Equipment & Components",301.93,-0.20
Seres Theraptc,MCRB,Health Care,0.00,Biotechnology & Medical Research,2365.36,6.39
Lawson Products IN,LAWS,Industrials,25.71,"Machinery, Equipment & Components",366.46,-0.22
Kearny Financial,KRNY,Financials,12.99,Banking Services,613.69,-0.50
1st Constitution Bcp,FCCY,Financials,8.12,Banking Services,119.93,-0.48
Seritage Growth Properties,SRG,Real Estate,0.00,Residential & Commercial REIT,526.73,-0.68
Capital City Bank Gr,CCBG,Financials,10.18,Banking Services,309.09,-0.42
Associated Capital Group Inc,AC,Financials,0.00,Investment Banking & Investment Services,803.90,-0.08
Gms Inc,GMS,Industrials,38.06,Homebuilding & Construction Supplies,970.95,-0.17
Donnelly Financial Solutions Inc,DFIN,Financials,16.19,Professional & Commercial Services,390.05,0.13
Ovid Therapeutics Inc,OVID,Health Care,0.00,Biotechnology & Medical Research,389.50,0.40
Team Inc,TISI,Industrials,0.00,Professional & Commercial Services,184.68,-0.64
Four Corners Property Trust IN,FCPT,Real Estate,23.13,Residential & Commercial REIT,1754.21,-0.15
Koppers Holdings Inc,KOP,Materials,6.34,Chemicals,458.17,-0.48
Adient Plc,ADNT,Consumer Discretionary,0.00,Automobiles & Auto Parts,1546.28,-0.22
Atlantic Capital,ACBI,Financials,13.00,Banking Services,235.50,-0.42
Sitime Corp.,SITM,Information Technology,0.00,Semiconductors & Semiconductor Equipment,1277.10,1.93
Century Casinos IN,CNTY,Consumer Discretionary,71.23,Hotels & Entertainment Services,170.95,-0.33
Benchmark Electronics,BHE,Information Technology,1597.54,Semiconductors & Semiconductor Equipment,710.62,-0.45
Surgery Partners CS,SGRY,Health Care,0.00,Healthcare Providers & Services,1010.44,0.24
Laureate Education Inc,LAUR,Consumer Discretionary,10.98,Personal & Household Products & Services,2660.95,-0.30
The Rmr Grp A,RMR,Real Estate,16.17,Real Estate Operations,449.81,-0.40
At Home Group Inc,HOME,Consumer Discretionary,0.00,Specialty Retailers,973.70,1.59
Transcat Inc,TRNS,Industrials,31.12,"Machinery, Equipment & Components",220.63,-0.09
Opko Health Inc,OPK,Health Care,0.00,Pharmaceuticals,2156.86,1.08
Wave Life Sci Ord Sh,WVE,Health Care,0.00,Biotechnology & Medical Research,577.43,0.25
Red Rock Resorts Inc,RRR,Consumer Discretionary,76.04,Hotels & Entertainment Services,1218.49,-0.31
Hostess Brands Inc,TWNK,Consumer Staples,32.60,Food & Tobacco,1593.06,-0.15
Napco Sec Tech Inc,NSSC,Information Technology,49.80,Communications & Networking,419.24,-0.22
Mcbc Holdings,MCFT,Consumer Discretionary,10.46,Leisure Products,347.83,0.08
Kadmon Holdings Llc,KDMN,Health Care,0.00,Pharmaceuticals,725.62,-0.15
Kimball Intl Cl B,KBAL,Industrials,10.10,Professional & Commercial Services,412.99,-0.49
Kraton Performance Polymers Inc,KRA,Materials,2.86,Chemicals,560.47,-0.36
Pulse Biosciences CS,PLSE,Health Care,0.00,Healthcare Equipment & Supplies,292.21,-0.20
Stoke Therapeutics,STOK,Health Care,0.00,Biotechnology & Medical Research,1139.17,0.19
Kaman Corp,KAMN,Industrials,25.89,"Machinery, Equipment & Components",1117.33,-0.42
Atreca Inc. Cl A,BCEL,Health Care,0.00,Biotechnology & Medical Research,484.60,-0.17
Personalis Inc.,PSNL,Health Care,0.00,Biotechnology & Medical Research,917.06,1.06
Morphic Holding Inc.,MORF,Health Care,0.00,Pharmaceuticals,818.88,0.50
Tabula Rasa Healthcare Inc,TRHC,Health Care,0.00,Healthcare Equipment & Supplies,843.90,-0.21
Conduent Inc,CNDT,Information Technology,0.00,Software & IT Services,681.04,-0.50
Capstar Financial Holdings Inc,CSTR,Financials,8.83,Banking Services,203.33,-0.46
Advansix Inc,ASIX,Materials,13.33,Chemicals,341.97,-0.40
Advanced Emissions Solutions Inc,ADES,Materials,4.04,Professional & Commercial Services,69.40,-0.62
Hertz Global Holdings Inc,HTZ,Industrials,0.00,Passenger Transportation Services,203.07,-0.92
Cardtronics Inc,CATM,Information Technology,24.89,Professional & Commercial Services,930.90,-0.56
M T S Systems Cp,MTSC,Information Technology,28.82,"Machinery, Equipment & Components",384.95,-0.60
Karuna Therapeutics Inc.,KRTX,Health Care,0.00,Biotechnology & Medical Research,2119.96,0.02
Camping World Holdings Inc,CWH,Consumer Discretionary,0.00,Specialty Retailers,1182.08,0.98
Douglas Dynamics,PLOW,Industrials,20.62,"Machinery, Equipment & Components",800.01,-0.38
Acushnet Holdings Corp,GOLF,Consumer Discretionary,42.77,Leisure Products,2479.94,0.02
Rev Group Inc,REVG,Industrials,0.00,Automobiles & Auto Parts,463.38,-0.40
Ranpak Holdings Corp.,PACK,Financials,0.00,Containers & Packaging,696.56,0.17
Bank of Butterfield Ltd,NTB,Financials,7.28,Banking Services,1101.69,-0.42
Varex Imaging Corp,VREX,Health Care,181.74,Healthcare Equipment & Supplies,469.46,-0.60
Growgeneration Corp,GRWG,Consumer Discretionary,821.82,Chemicals,782.87,2.68
Verso Corp,VRS,Materials,1.59,Paper & Forest Products,281.14,-0.56
Prevail Therapeutics Inc.,PRVL,Health Care,0.00,Biotechnology & Medical Research,386.97,-0.30
Fb Financial Corp,FBK,Financials,11.24,Banking Services,782.04,-0.40
Daktronics Inc,DAKT,Information Technology,187.24,Electronic Equipment & Parts,180.69,-0.36
Ichor Holdings Ltd,ICHR,Information Technology,26.33,Semiconductors & Semiconductor Equipment,498.92,-0.37
E.L.F. Beauty Inc,ELF,Consumer Staples,62.02,Specialty Retailers,969.80,0.17
Immersion Corp,IMMR,Information Technology,5.84,"Computers, Phones & Household Electronics",197.13,-0.07
Fulgent Genetics Inc,FLGT,Health Care,351.96,Healthcare Equipment & Supplies,890.11,2.10
Rockwell Medical IN,RMTI,Health Care,0.00,Biotechnology & Medical Research,118.10,-0.51
Inseego Corp,INSG,Information Technology,0.00,Communications & Networking,1098.67,0.47
Akero Therapeutics Inc,AKRO,Health Care,0.00,Biotechnology & Medical Research,1132.63,0.44
TTM Technologies,TTMI,Information Technology,46.23,Semiconductors & Semiconductor Equipment,1210.26,-0.27
Ni Holdings Inc,NODK,Financials,12.89,Insurance,316.50,-0.11
Foundation Building Materials Inc,FBM,Industrials,13.92,Homebuilding & Construction Supplies,642.90,-0.25
Investors Title Company,ITIC,Financials,9.69,Insurance,259.26,-0.16
Therealdeal Inc.,REAL,Consumer Discretionary,0.00,Diversified Retail,1446.57,-0.16
Clipper Realty Inc,CLPR,Real Estate,0.00,Residential & Commercial REIT,104.93,-0.46
Goodrich Petroleum Corp,GDP,Energy,0.00,Oil & Gas,96.40,-0.21
Homeowners Choice,HCI,Financials,19.00,Insurance,408.89,0.11
Triumph Group,TGI,Industrials,0.00,Aerospace & Defense,354.10,-0.76
Argo Group Intl Hlds,ARGO,Financials,0.00,Insurance,1190.40,-0.49
Community TR Bancp,CTBI,Financials,8.75,Banking Services,504.87,-0.40
Propetro Holding Corp,PUMP,Energy,19.61,Oil & Gas Related Equipment and Services,429.83,-0.65
KKR Real Estate Finance Trust Inc,KREF,Real Estate,22.77,Residential & Commercial REIT,1004.31,-0.20
Bonanza Creek Energy Inc,BCEI,Energy,5.31,Oil & Gas,390.01,-0.22
V S E Cp,VSEC,Industrials,281.26,Aerospace & Defense,328.65,-0.22
Select Energy Services Inc,WTTR,Energy,0.00,Oil & Gas Related Equipment and Services,354.48,-0.58
Solaris Oilfield Infrastructure Inc Cl A,SOI,Energy,0.00,Oil & Gas Related Equipment and Services,189.77,-0.55
Wideopenwest Inc,WOW,Communication Services,15.80,Media & Publishing,479.66,-0.29
Peabody Energy Corp,BTU,Energy,0.00,Coal,383.38,-0.61
Cts Corp,CTS,Information Technology,32.60,Electronic Equipment & Parts,687.30,-0.29
Warrior Met Coal Inc,HCC,Materials,12.04,Metals & Mining,937.21,-0.17
Biocryst Pharma Inc,BCRX,Health Care,0.00,Biotechnology & Medical Research,665.65,0.01
Enanta Pharmaceutica,ENTA,Health Care,606.32,Biotechnology & Medical Research,894.01,-0.30
Upwork Inc,UPWK,Industrials,0.00,Professional & Commercial Services,1894.35,0.49
Air Transport,ATSG,Industrials,24.20,Freight & Logistics Services,1460.25,0.07
Tredegar Corp,TG,Materials,177.00,Containers & Packaging,501.79,-0.35
Gray Television,GTN,Communication Services,8.57,Media & Publishing,1333.71,-0.37
Si-Bone Inc,SIBN,Health Care,0.00,Healthcare Equipment & Supplies,667.65,0.05
Franklin Street Properties,FSP,Real Estate,135.21,Residential & Commercial REIT,392.82,-0.60
Steven Maddens Ltd,SHOO,Consumer Discretionary,48.16,Textiles & Apparel,1648.89,-0.54
Kodiak Sciences Inc,KOD,Health Care,0.00,Biotechnology & Medical Research,2319.99,-0.27
Knowles Corp,KN,Information Technology,107.61,"Computers, Phones & Household Electronics",1366.37,-0.33
Arvinas Inc,ARVN,Health Care,0.00,Pharmaceuticals,1027.24,-0.40
Tronox Inc,TROX,Materials,0.00,Chemicals,1185.47,-0.31
MYR Group Inc,MYRG,Industrials,12.62,Construction & Engineering,585.81,0.09
Granite Construction Inc,GVA,Industrials,0.00,Construction & Engineering,790.92,-0.36
Solarwinds Corp,SWI,Information Technology,202.52,Software & IT Services,6175.85,0.04
Farmers & Merch Banc,FMAO,Financials,13.15,Banking Services,231.74,-0.34
Gamco Investors,GBL,Financials,4.92,Investment Banking & Investment Services,294.29,-0.45
Marlin Business Serv,MRLN,Financials,9.82,Banking Services,81.18,-0.68
Natus Medical Inc,NTUS,Health Care,57.12,Healthcare Equipment & Supplies,584.12,-0.48
Enterprise Bancorp,EBTC,Financials,8.41,Banking Services,242.22,-0.41
Vishay Precision Group,VPG,Information Technology,24.73,"Machinery, Equipment & Components",330.56,-0.30
Prothena Corp,PRTA,Health Care,0.00,Biotechnology & Medical Research,411.09,-0.36
Ramco-Gershenson Properties Trust,RPT,Real Estate,8.52,Residential & Commercial REIT,425.78,-0.67
Lannett Co. Inc,LCI,Health Care,0.00,Pharmaceuticals,237.46,-0.34
Adtran Inc,ADTN,Information Technology,475.22,Communications & Networking,491.09,0.00
Heartland Express,HTLD,Industrials,23.01,Freight & Logistics Services,1502.91,-0.12
Livent Corp,LTHM,Materials,77.66,Chemicals,1216.81,-0.10
Pennymac Mortgage Investment Trust,PMT,Real Estate,0.00,Residential & Commercial REIT,1697.61,-0.28
Uranium Energy,UEC,Energy,0.00,Uranium,209.13,0.05
Hurco Cos Inc,HURC,Industrials,269.74,"Machinery, Equipment & Components",187.89,-0.27
Hope Bancorp Inc,HOPE,Financials,6.63,Banking Services,898.50,-0.52
Old Second Bancorp,OSBC,Financials,7.14,Banking Services,217.19,-0.45
Seacor Smit Inc,CKH,Energy,712.78,Oil & Gas Related Equipment and Services,578.46,-0.35
Cormedix Inc,CRMD,Health Care,0.00,Pharmaceuticals,168.88,-0.29
Pure Cycle Corp,PCYO,Utilities,24.29,Water Utilities,218.98,-0.28
